station_id,product,year,month,precip_mm_day
WA007,MERRA2,2000,7,3.67453932762146
WA008,MERRA2,2000,7,12.848670959472656
WA009,MERRA2,2000,7,13.26327419281006
WA010,MERRA2,2000,7,3.9978315830230713
WA011,MERRA2,2000,7,3.634545564651489
WA012,MERRA2,2000,7,4.7589111328125
WA013,MERRA2,2000,7,5.721781253814697
WA014,MERRA2,2000,7,4.5669379234313965
WA015,MERRA2,2000,7,4.65632438659668
WA001,MERRA2,2000,8,3.4042627811431885
WA002,MERRA2,2000,8,8.334322929382324
WA003,MERRA2,2000,8,7.301676273345947
WA004,MERRA2,2000,8,3.542633056640625
WA005,MERRA2,2000,8,5.080325603485107
WA006,MERRA2,2000,8,2.7253570556640625
WA007,MERRA2,2000,8,1.6788102388381958
WA008,MERRA2,2000,8,20.64748764038086
WA009,MERRA2,2000,8,19.50457763671875
WA010,MERRA2,2000,8,12.40371036529541
WA011,MERRA2,2000,8,3.1270103454589844
WA012,MERRA2,2000,8,2.054586410522461
WA013,MERRA2,2000,8,4.34537935256958
WA014,MERRA2,2000,8,3.913775682449341
WA015,MERRA2,2000,8,6.28359842300415
WA001,MERRA2,2000,9,3.06294322013855
WA002,MERRA2,2000,9,4.553412914276123
WA003,MERRA2,2000,9,3.684582710266113
WA004,MERRA2,2000,9,1.7881020307540894
WA005,MERRA2,2000,9,6.829564571380615
WA006,MERRA2,2000,9,3.51816463470459
WA007,MERRA2,2000,9,3.137234926223755
WA008,MERRA2,2000,9,9.473173141479492
WA009,MERRA2,2000,9,9.991294860839844
WA010,MERRA2,2000,9,3.92443585395813
WA011,MERRA2,2000,9,5.035094738006592
WA012,MERRA2,2000,9,3.99969220161438
WA013,MERRA2,2000,9,3.734865427017212
WA014,MERRA2,2000,9,3.525275468826294
WA015,MERRA2,2000,9,5.730771064758301
WA001,MERRA2,2000,10,2.598216772079468
WA002,MERRA2,2000,10,1.1969640254974363
WA003,MERRA2,2000,10,1.3544689416885376
WA004,MERRA2,2000,10,0.3050565719604492
WA005,MERRA2,2000,10,8.25294017791748
WA006,MERRA2,2000,10,2.4450466632843018
WA007,MERRA2,2000,10,2.77499794960022
WA008,MERRA2,2000,10,4.007688522338867
WA009,MERRA2,2000,10,4.347162246704102
WA010,MERRA2,2000,10,8.972700119018555
WA011,MERRA2,2000,10,3.0572290420532227
WA012,MERRA2,2000,10,3.426997661590576
WA013,MERRA2,2000,10,0.5108689069747925
WA014,MERRA2,2000,10,2.242905855178833
WA015,MERRA2,2000,10,3.57879638671875
WA001,MERRA2,2000,11,0.3045229017734527
WA002,MERRA2,2000,11,0.1146175190806388
WA003,MERRA2,2000,11,0.0015707256970927
WA004,MERRA2,2000,11,6.467848265856446e-07
WA005,MERRA2,2000,11,0.3016014993190765
WA006,MERRA2,2000,11,1.5812742710113523
WA007,MERRA2,2000,11,2.631367921829224
WA008,MERRA2,2000,11,2.3865907192230225
WA009,MERRA2,2000,11,4.292546272277832
WA010,MERRA2,2000,11,1.156871676445007
WA011,MERRA2,2000,11,0.9250072836875916
WA012,MERRA2,2000,11,1.3157271146774292
WA013,MERRA2,2000,11,4.293679296552e-07
WA014,MERRA2,2000,11,1.8737717866897583
WA015,MERRA2,2000,11,0.0012280251830816
WA001,MERRA2,2000,12,0.2889332175254822
WA002,MERRA2,2000,12,0.0004448933177627623
WA003,MERRA2,2000,12,1.3418295566225424e-05
WA004,MERRA2,2000,12,3.1577499157720013e-06
WA005,MERRA2,2000,12,0.0041086981073021
WA006,MERRA2,2000,12,0.1952037215232849
WA007,MERRA2,2000,12,0.5591062307357788
WA008,MERRA2,2000,12,4.073198851983761e-06
WA009,MERRA2,2000,12,0.0003658100322354585
WA010,MERRA2,2000,12,0.1892232149839401
WA011,MERRA2,2000,12,0.1931222230195999
WA012,MERRA2,2000,12,0.2445558458566665
WA013,MERRA2,2000,12,3.8934828694436884e-07
WA014,MERRA2,2000,12,0.0864203199744224
WA015,MERRA2,2000,12,1.8845878457796061e-07
WA001,MERRA2,2001,1,0.0236310996115207
WA002,MERRA2,2001,1,7.6871056080563e-06
WA003,MERRA2,2001,1,3.015031325048767e-06
WA004,MERRA2,2001,1,2.207431748502131e-07
WA005,MERRA2,2001,1,2.2345348682506483e-08
WA006,MERRA2,2001,1,0.0728413611650466
WA007,MERRA2,2001,1,0.3266215324401855
WA008,MERRA2,2001,1,1.6068464901763946e-05
WA009,MERRA2,2001,1,8.277774759335443e-05
WA010,MERRA2,2001,1,0.0461597479879856
WA011,MERRA2,2001,1,0.021963158622384
WA012,MERRA2,2001,1,0.0236174389719963
WA013,MERRA2,2001,1,9.441775361551665e-09
WA014,MERRA2,2001,1,0.0627032741904258
WA015,MERRA2,2001,1,8.582945838497835e-07
WA001,MERRA2,2001,2,0.7211084365844727
WA002,MERRA2,2001,2,1.873143446573522e-06
WA003,MERRA2,2001,2,1.0794264198921155e-05
WA004,MERRA2,2001,2,2.317774033144815e-06
WA005,MERRA2,2001,2,0.00027867822791449726
WA006,MERRA2,2001,2,1.279926896095276
WA007,MERRA2,2001,2,1.0593440532684326
WA008,MERRA2,2001,2,4.95931431032659e-07
WA009,MERRA2,2001,2,1.3042724276601804e-05
WA010,MERRA2,2001,2,0.109140545129776
WA011,MERRA2,2001,2,1.1765652894973757
WA012,MERRA2,2001,2,0.8050259947776794
WA013,MERRA2,2001,2,1.478008698541089e-06
WA014,MERRA2,2001,2,0.8033665418624878
WA015,MERRA2,2001,2,1.2766203383307584e-07
WA001,MERRA2,2001,3,0.0896400287747383
WA002,MERRA2,2001,3,0.0069748871028423
WA003,MERRA2,2001,3,0.0058182352222502
WA004,MERRA2,2001,3,1.425489585926698e-06
WA005,MERRA2,2001,3,0.2152782529592514
WA006,MERRA2,2001,3,2.3911983966827397
WA007,MERRA2,2001,3,4.835860252380371
WA008,MERRA2,2001,3,0.0027589257806539
WA009,MERRA2,2001,3,0.0145839909091591
WA010,MERRA2,2001,3,0.6754923462867737
WA011,MERRA2,2001,3,1.5839859247207642
WA012,MERRA2,2001,3,1.304259181022644
WA013,MERRA2,2001,3,3.5390323773754062e-06
WA014,MERRA2,2001,3,2.243916273117065
WA015,MERRA2,2001,3,4.174216883257032e-08
WA001,MERRA2,2001,4,0.1228291168808937
WA002,MERRA2,2001,4,0.4775119721889496
WA003,MERRA2,2001,4,0.2976208031177521
WA004,MERRA2,2001,4,0.0040981383062899
WA005,MERRA2,2001,4,3.8437631130218506
WA006,MERRA2,2001,4,4.410295009613037
WA007,MERRA2,2001,4,7.765249252319336
WA008,MERRA2,2001,4,0.4001249969005584
WA009,MERRA2,2001,4,0.4320688247680664
WA010,MERRA2,2001,4,1.5529099702835083
WA011,MERRA2,2001,4,4.8719329833984375
WA012,MERRA2,2001,4,7.272077560424805
WA013,MERRA2,2001,4,0.6792444586753845
WA014,MERRA2,2001,4,3.052126169204712
WA015,MERRA2,2001,4,0.00365845952183
WA001,MERRA2,2001,5,0.078189343214035
WA002,MERRA2,2001,5,0.7516192197799683
WA003,MERRA2,2001,5,1.730230450630188
WA004,MERRA2,2001,5,0.374483585357666
WA005,MERRA2,2001,5,5.599230766296387
WA006,MERRA2,2001,5,5.669776916503906
WA007,MERRA2,2001,5,4.985386848449707
WA008,MERRA2,2001,5,0.6776933073997498
WA009,MERRA2,2001,5,1.4598034620285034
WA010,MERRA2,2001,5,1.39079749584198
WA011,MERRA2,2001,5,5.446680068969727
WA012,MERRA2,2001,5,7.753349781036377
WA013,MERRA2,2001,5,1.406403660774231
WA014,MERRA2,2001,5,3.975586891174317
WA015,MERRA2,2001,5,0.0
WA001,MERRA2,2001,6,0.1618510037660598
WA002,MERRA2,2001,6,4.426692008972168
WA003,MERRA2,2001,6,3.583300828933716
WA004,MERRA2,2001,6,1.6838958263397217
WA005,MERRA2,2001,6,5.770224571228027
WA006,MERRA2,2001,6,6.757195472717285
WA007,MERRA2,2001,6,6.9727463722229
WA008,MERRA2,2001,6,4.726224899291992
WA009,MERRA2,2001,6,6.358965873718262
WA010,MERRA2,2001,6,6.656244277954102
WA011,MERRA2,2001,6,5.402233123779297
WA012,MERRA2,2001,6,6.458784580230713
WA013,MERRA2,2001,6,2.411794424057007
WA014,MERRA2,2001,6,7.326462745666504
WA015,MERRA2,2001,6,1.5732815265655518
WA001,MERRA2,2001,7,2.071246862411499
WA002,MERRA2,2001,7,6.362796783447266
WA003,MERRA2,2001,7,5.839199066162109
WA004,MERRA2,2001,7,4.453447818756104
WA005,MERRA2,2001,7,4.901028156280518
WA006,MERRA2,2001,7,2.7633168697357178
WA007,MERRA2,2001,7,4.615115642547607
WA008,MERRA2,2001,7,10.343141555786133
WA009,MERRA2,2001,7,9.211345672607422
WA010,MERRA2,2001,7,2.866569757461548
WA011,MERRA2,2001,7,2.324147939682007
WA012,MERRA2,2001,7,2.7322020530700684
WA013,MERRA2,2001,7,6.455452919006348
WA014,MERRA2,2001,7,4.793940544128418
WA015,MERRA2,2001,7,4.850412845611572
WA001,MERRA2,2001,8,4.260398387908936
WA002,MERRA2,2001,8,6.477367401123047
WA003,MERRA2,2001,8,5.771866798400879
WA004,MERRA2,2001,8,3.9975199699401855
WA005,MERRA2,2001,8,6.650237560272217
WA006,MERRA2,2001,8,1.930197596549988
WA007,MERRA2,2001,8,1.288577675819397
WA008,MERRA2,2001,8,12.96566677093506
WA009,MERRA2,2001,8,14.520794868469238
WA010,MERRA2,2001,8,5.223080635070801
WA011,MERRA2,2001,8,2.984537363052368
WA012,MERRA2,2001,8,1.4133678674697876
WA013,MERRA2,2001,8,7.559169769287109
WA014,MERRA2,2001,8,4.0186381340026855
WA015,MERRA2,2001,8,5.302624225616455
WA001,MERRA2,2001,9,4.030142307281494
WA002,MERRA2,2001,9,4.078684329986572
WA003,MERRA2,2001,9,2.680556535720825
WA004,MERRA2,2001,9,2.9575724601745605
WA005,MERRA2,2001,9,6.712560653686523
WA006,MERRA2,2001,9,3.8990399837493896
WA007,MERRA2,2001,9,1.427891969680786
WA008,MERRA2,2001,9,7.495637893676758
WA009,MERRA2,2001,9,7.933037757873535
WA010,MERRA2,2001,9,5.553664684295654
WA011,MERRA2,2001,9,5.60862922668457
WA012,MERRA2,2001,9,4.888442039489746
WA013,MERRA2,2001,9,2.181559801101685
WA014,MERRA2,2001,9,4.993748664855957
WA015,MERRA2,2001,9,3.167276620864868
WA001,MERRA2,2001,10,0.945764422416687
WA002,MERRA2,2001,10,0.8337728381156921
WA003,MERRA2,2001,10,0.6553989052772522
WA004,MERRA2,2001,10,0.0580479726195335
WA005,MERRA2,2001,10,1.311429500579834
WA006,MERRA2,2001,10,2.4455597400665283
WA007,MERRA2,2001,10,2.9134347438812256
WA008,MERRA2,2001,10,1.6702888011932373
WA009,MERRA2,2001,10,1.982011675834656
WA010,MERRA2,2001,10,1.6911438703536987
WA011,MERRA2,2001,10,1.9739875793457031
WA012,MERRA2,2001,10,2.64324951171875
WA013,MERRA2,2001,10,0.0401249304413795
WA014,MERRA2,2001,10,2.8317313194274902
WA015,MERRA2,2001,10,0.3834598362445831
WA001,MERRA2,2001,11,0.6262759566307068
WA002,MERRA2,2001,11,0.022553164511919
WA003,MERRA2,2001,11,1.6338035493390637e-06
WA004,MERRA2,2001,11,1.341611124416886e-07
WA005,MERRA2,2001,11,0.2909030318260193
WA006,MERRA2,2001,11,1.3623172044754028
WA007,MERRA2,2001,11,2.9373605251312256
WA008,MERRA2,2001,11,1.1201882362365725
WA009,MERRA2,2001,11,1.0756709575653076
WA010,MERRA2,2001,11,0.5193325281143188
WA011,MERRA2,2001,11,0.565701961517334
WA012,MERRA2,2001,11,1.504365086555481
WA013,MERRA2,2001,11,2.162567398045212e-06
WA014,MERRA2,2001,11,1.5906749963760376
WA015,MERRA2,2001,11,0.1344615966081619
WA001,MERRA2,2001,12,0.9632973670959472
WA002,MERRA2,2001,12,1.2091363714716865e-05
WA003,MERRA2,2001,12,3.277093583164969e-06
WA004,MERRA2,2001,12,2.0846587176492903e-06
WA005,MERRA2,2001,12,0.0092552974820137
WA006,MERRA2,2001,12,0.1440864354372024
WA007,MERRA2,2001,12,1.0666011571884155
WA008,MERRA2,2001,12,0.0
WA009,MERRA2,2001,12,0.0008008399163372815
WA010,MERRA2,2001,12,0.0876331850886344
WA011,MERRA2,2001,12,0.0407890975475311
WA012,MERRA2,2001,12,0.8684920072555542
WA013,MERRA2,2001,12,9.818611488299211e-07
WA014,MERRA2,2001,12,0.1799487322568893
WA015,MERRA2,2001,12,1.0963674412778346e-06
WA001,MERRA2,2002,1,0.6687396764755249
WA002,MERRA2,2002,1,0.0211284384131431
WA003,MERRA2,2002,1,6.215544999577105e-06
WA004,MERRA2,2002,1,0.0004672289942391217
WA005,MERRA2,2002,1,0.00103330030106
WA006,MERRA2,2002,1,0.9731109738349916
WA007,MERRA2,2002,1,0.8289340734481812
WA008,MERRA2,2002,1,0.1040085926651954
WA009,MERRA2,2002,1,0.3133320212364197
WA010,MERRA2,2002,1,0.5439165830612183
WA011,MERRA2,2002,1,0.9217107892036438
WA012,MERRA2,2002,1,0.9166189432144164
WA013,MERRA2,2002,1,2.554578486524406e-07
WA014,MERRA2,2002,1,0.5021913647651672
WA015,MERRA2,2002,1,0.3715558052062988
WA001,MERRA2,2002,2,0.7552014589309692
WA002,MERRA2,2002,2,1.0897826541622637e-05
WA003,MERRA2,2002,2,1.832743328122888e-05
WA004,MERRA2,2002,2,3.91687592582457e-07
WA005,MERRA2,2002,2,1.6549453221159638e-06
WA006,MERRA2,2002,2,0.6645230650901794
WA007,MERRA2,2002,2,0.8089576959609985
WA008,MERRA2,2002,2,1.799631536414381e-05
WA009,MERRA2,2002,2,0.0006288318545557559
WA010,MERRA2,2002,2,0.1557883620262146
WA011,MERRA2,2002,2,0.4419062435626983
WA012,MERRA2,2002,2,0.2883980274200439
WA013,MERRA2,2002,2,5.069371127319755e-07
WA014,MERRA2,2002,2,0.8279643058776855
WA015,MERRA2,2002,2,1.237128526554443e-05
WA001,MERRA2,2002,3,0.1821028143167495
WA002,MERRA2,2002,3,0.0627250373363494
WA003,MERRA2,2002,3,0.0009210724383592606
WA004,MERRA2,2002,3,4.072196134075057e-06
WA005,MERRA2,2002,3,1.2618759870529177
WA006,MERRA2,2002,3,2.527961492538452
WA007,MERRA2,2002,3,2.935231924057007
WA008,MERRA2,2002,3,0.0044021941721439
WA009,MERRA2,2002,3,0.013091767206788
WA010,MERRA2,2002,3,1.074605107307434
WA011,MERRA2,2002,3,1.935185194015503
WA012,MERRA2,2002,3,2.315620422363281
WA013,MERRA2,2002,3,0.0198647249490022
WA014,MERRA2,2002,3,2.643760204315185
WA015,MERRA2,2002,3,0.0079041887074708
WA001,MERRA2,2002,4,0.1427063196897506
WA002,MERRA2,2002,4,0.240891546010971
WA003,MERRA2,2002,4,0.539074718952179
WA004,MERRA2,2002,4,0.0157076828181743
WA005,MERRA2,2002,4,7.88156270980835
WA006,MERRA2,2002,4,4.860456943511963
WA007,MERRA2,2002,4,4.047647953033447
WA008,MERRA2,2002,4,0.0005874392809346318
WA009,MERRA2,2002,4,0.0313550569117069
WA010,MERRA2,2002,4,1.6562010049819946
WA011,MERRA2,2002,4,4.01960563659668
WA012,MERRA2,2002,4,4.085466384887695
WA013,MERRA2,2002,4,0.282166987657547
WA014,MERRA2,2002,4,4.540602684020996
WA015,MERRA2,2002,4,1.8907145715729714e-07
WA001,MERRA2,2002,5,0.023103954270482
WA002,MERRA2,2002,5,0.8811087012290955
WA003,MERRA2,2002,5,0.8213148713111877
WA004,MERRA2,2002,5,0.2443135678768158
WA005,MERRA2,2002,5,4.285671710968018
WA006,MERRA2,2002,5,5.745246410369873
WA007,MERRA2,2002,5,5.542734146118164
WA008,MERRA2,2002,5,0.23719222843647
WA009,MERRA2,2002,5,0.2960500717163086
WA010,MERRA2,2002,5,0.96589857339859
WA011,MERRA2,2002,5,5.24828052520752
WA012,MERRA2,2002,5,4.307404518127441
WA013,MERRA2,2002,5,0.5000250339508057
WA014,MERRA2,2002,5,5.424185752868652
WA015,MERRA2,2002,5,0.0167972408235073
WA001,MERRA2,2002,6,0.1213886961340904
WA002,MERRA2,2002,6,2.761002540588379
WA003,MERRA2,2002,6,2.4269285202026367
WA004,MERRA2,2002,6,1.802964210510254
WA005,MERRA2,2002,6,3.895869493484497
WA006,MERRA2,2002,6,4.334846019744873
WA007,MERRA2,2002,6,7.404879570007324
WA008,MERRA2,2002,6,7.13510274887085
WA009,MERRA2,2002,6,7.9645562171936035
WA010,MERRA2,2002,6,0.7168296575546265
WA011,MERRA2,2002,6,4.960106372833252
WA012,MERRA2,2002,6,8.317777633666992
WA013,MERRA2,2002,6,1.648994207382202
WA014,MERRA2,2002,6,3.1524949073791504
WA015,MERRA2,2002,6,1.3300447463989258
WA001,MERRA2,2002,7,0.5125228762626648
WA002,MERRA2,2002,7,6.064278602600098
WA003,MERRA2,2002,7,3.3628575801849365
WA004,MERRA2,2002,7,3.101857185363769
WA005,MERRA2,2002,7,8.726910591125488
WA006,MERRA2,2002,7,3.335874080657959
WA007,MERRA2,2002,7,4.807934284210205
WA008,MERRA2,2002,7,4.73566484451294
WA009,MERRA2,2002,7,3.977739572525024
WA010,MERRA2,2002,7,2.389118432998657
WA011,MERRA2,2002,7,4.304553031921387
WA012,MERRA2,2002,7,6.830231189727783
WA013,MERRA2,2002,7,4.593536376953125
WA014,MERRA2,2002,7,3.7847161293029785
WA015,MERRA2,2002,7,0.7169327139854431
WA001,MERRA2,2002,8,2.7389791011810303
WA002,MERRA2,2002,8,7.490890979766846
WA003,MERRA2,2002,8,4.168889999389648
WA004,MERRA2,2002,8,4.477148056030273
WA005,MERRA2,2002,8,7.075108051300049
WA006,MERRA2,2002,8,4.477276802062988
WA007,MERRA2,2002,8,3.1677348613739014
WA008,MERRA2,2002,8,12.461623191833496
WA009,MERRA2,2002,8,11.4766206741333
WA010,MERRA2,2002,8,6.607314586639404
WA011,MERRA2,2002,8,5.812044620513916
WA012,MERRA2,2002,8,3.864092111587525
WA013,MERRA2,2002,8,4.831746578216553
WA014,MERRA2,2002,8,6.655026435852051
WA015,MERRA2,2002,8,4.679555416107178
WA001,MERRA2,2002,9,3.5928008556365967
WA002,MERRA2,2002,9,3.962288618087769
WA003,MERRA2,2002,9,3.43393349647522
WA004,MERRA2,2002,9,2.045825958251953
WA005,MERRA2,2002,9,6.6638031005859375
WA006,MERRA2,2002,9,2.672386407852173
WA007,MERRA2,2002,9,1.548643946647644
WA008,MERRA2,2002,9,4.337615489959717
WA009,MERRA2,2002,9,3.724226474761963
WA010,MERRA2,2002,9,1.5661828517913818
WA011,MERRA2,2002,9,3.7981038093566895
WA012,MERRA2,2002,9,2.8348805904388428
WA013,MERRA2,2002,9,3.3782436847686768
WA014,MERRA2,2002,9,3.0370588302612305
WA015,MERRA2,2002,9,4.245637893676758
WA001,MERRA2,2002,10,1.2332947254180908
WA002,MERRA2,2002,10,1.7772116661071775
WA003,MERRA2,2002,10,1.6084043979644775
WA004,MERRA2,2002,10,0.6492426991462708
WA005,MERRA2,2002,10,4.934022426605225
WA006,MERRA2,2002,10,5.280850887298584
WA007,MERRA2,2002,10,1.8526411056518557
WA008,MERRA2,2002,10,1.7975906133651731
WA009,MERRA2,2002,10,1.8776819705963133
WA010,MERRA2,2002,10,0.299858033657074
WA011,MERRA2,2002,10,6.112473964691162
WA012,MERRA2,2002,10,6.95024299621582
WA013,MERRA2,2002,10,0.9458826184272766
WA014,MERRA2,2002,10,4.214236259460449
WA015,MERRA2,2002,10,1.528182864189148
WA001,MERRA2,2002,11,0.2063914686441421
WA002,MERRA2,2002,11,0.002526031807065
WA003,MERRA2,2002,11,0.0559183061122894
WA004,MERRA2,2002,11,0.0177147816866636
WA005,MERRA2,2002,11,0.0094240354374051
WA006,MERRA2,2002,11,1.456090807914734
WA007,MERRA2,2002,11,1.5877704620361328
WA008,MERRA2,2002,11,0.5789191722869873
WA009,MERRA2,2002,11,0.4920002222061157
WA010,MERRA2,2002,11,0.220889151096344
WA011,MERRA2,2002,11,0.9068763852119446
WA012,MERRA2,2002,11,0.9311871528625488
WA013,MERRA2,2002,11,5.749368980900727e-08
WA014,MERRA2,2002,11,2.32578706741333
WA015,MERRA2,2002,11,0.0013492284342646
WA001,MERRA2,2002,12,0.7029439806938171
WA002,MERRA2,2002,12,0.0146477241069078
WA003,MERRA2,2002,12,1.0856237167899964e-05
WA004,MERRA2,2002,12,0.0129788676276803
WA005,MERRA2,2002,12,5.43922396900598e-06
WA006,MERRA2,2002,12,0.2221404761075973
WA007,MERRA2,2002,12,0.9357746243476868
WA008,MERRA2,2002,12,0.0017915789503604
WA009,MERRA2,2002,12,0.0004668934852816165
WA010,MERRA2,2002,12,0.0632417947053909
WA011,MERRA2,2002,12,0.1093494370579719
WA012,MERRA2,2002,12,0.0670932680368423
WA013,MERRA2,2002,12,1.4010735185365777e-06
WA014,MERRA2,2002,12,0.3002353310585022
WA015,MERRA2,2002,12,0.0034995274618268
WA001,MERRA2,2003,1,0.1206066161394119
WA002,MERRA2,2003,1,0.0262947883456945
WA003,MERRA2,2003,1,2.307650674993056e-06
WA004,MERRA2,2003,1,0.0016024548094719
WA005,MERRA2,2003,1,0.0503572821617126
WA006,MERRA2,2003,1,0.6077980399131775
WA007,MERRA2,2003,1,0.574276328086853
WA008,MERRA2,2003,1,0.0100004002451896
WA009,MERRA2,2003,1,0.0064308568835258
WA010,MERRA2,2003,1,0.1818550378084182
WA011,MERRA2,2003,1,0.6297134757041931
WA012,MERRA2,2003,1,1.4496314525604248
WA013,MERRA2,2003,1,4.72431611342472e-06
WA014,MERRA2,2003,1,0.2901346087455749
WA015,MERRA2,2003,1,1.0554028762044252e-09
WA001,MERRA2,2003,2,0.5567426681518555
WA002,MERRA2,2003,2,0.0020444674883037
WA003,MERRA2,2003,2,0.0320823974907398
WA004,MERRA2,2003,2,0.0018081758171319
WA005,MERRA2,2003,2,1.213038682937622
WA006,MERRA2,2003,2,1.198704957962036
WA007,MERRA2,2003,2,2.5822014808654785
WA008,MERRA2,2003,2,0.0
WA009,MERRA2,2003,2,0.0010280044516548
WA010,MERRA2,2003,2,0.1695778667926788
WA011,MERRA2,2003,2,0.5341359376907349
WA012,MERRA2,2003,2,0.885538637638092
WA013,MERRA2,2003,2,0.0080010518431663
WA014,MERRA2,2003,2,1.3654022216796875
WA015,MERRA2,2003,2,0.0014220410957932
WA001,MERRA2,2003,3,0.2442483603954315
WA002,MERRA2,2003,3,0.0005097971297800541
WA003,MERRA2,2003,3,0.6930687427520752
WA004,MERRA2,2003,3,0.0378272384405136
WA005,MERRA2,2003,3,0.0343960560858249
WA006,MERRA2,2003,3,2.013521671295166
WA007,MERRA2,2003,3,3.973212242126465
WA008,MERRA2,2003,3,0.0
WA009,MERRA2,2003,3,0.00017309546819888055
WA010,MERRA2,2003,3,0.1015717014670372
WA011,MERRA2,2003,3,0.825525164604187
WA012,MERRA2,2003,3,0.6666871309280396
WA013,MERRA2,2003,3,1.6030777487685557e-06
WA014,MERRA2,2003,3,2.5263795852661133
WA015,MERRA2,2003,3,1.4147223055260838e-06
WA001,MERRA2,2003,4,0.1213605999946594
